questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
mcsc,markdown,"**Meera** builds a chatbot that answers **20 FAQs from a single PDF** of company timings. The PDF rarely changes and the bot needs only one retrieval tool plus a reply loop.

Which architecture fits **best** for this use case?",,,,,,1,,**Single-agent** — the workflow is simple and one loop is enough,"Multi-agent with separate research, writer, review, and editing agents",Collaborative workflow with an orchestrator and bidirectional loops,Event-driven microservices with ten independent agents,,6a433dbdb02ffdc283b4ddbb,0,markdown,"A is correct because simple, straightforward use cases where one agent with a few tools meets the need should stay **single-agent**.

B, C, and D are incorrect because they over-engineer a small FAQ bot — unnecessary handoffs, monitoring, and complexity."
mcsc,markdown,"A startup wants an automated **blog pipeline**: research facts, draft articles, review accuracy, edit tone, and publish. Each step uses **different logic** and the team wants to **change review rules** without retesting the entire system.

What is the **main reason** to prefer a **multi-agent** design here?",,,,,,2,,Multi-agent always runs faster than single-agent for every task,**Specialized agents** let each role change independently — easier testing and safer updates per step,Single-agent systems cannot call HTTP APIs,Multi-agent means you never need an orchestrator,,6a433dbdb02ffdc283b4ddbb,0,markdown,"B is correct because role-based agents follow **Single Responsibility** — update the review agent alone without touching research or writing code, and retest only that agent.

A is incorrect because multi-agent can add latency; speed is not guaranteed. C is incorrect because single agents can call tools over HTTP. D is incorrect because complex multi-agent flows often need an orchestrator."
mcsc,markdown,"In a content-writing pipeline, the **research agent** finishes and passes a structured packet to the **writer agent**.

What is this transfer called?",,,,,,1,,**Handoff** — output of one agent becomes input of the next,Webhook — external payment gateway calling your server,DELETE request — removing a resource from a database,Parallelization — running all agents at the same time always,,6a433dbdb02ffdc283b4ddbb,0,markdown,"A is correct because a **handoff** (or handoff point) is where one agent passes its **result** forward so the next agent can continue the workflow.

B is incorrect because webhooks are external HTTP callbacks on events — not inter-agent data passing. C is incorrect because DELETE is an HTTP method, unrelated to agent transfers. D is incorrect because parallelization applies only when tasks are independent — research must finish before writing in this chain."
mcsc,markdown,"An **AI travel agent** needs to check flight prices on MakeMyTrip and send a confirmation email through an email API. Both calls happen over the internet.

Why does the agent rely on **HTTP** for these tool calls?",,,,,,2,,HTTP is only used for writing Python code locally,**HTTP is the standard protocol** for client-server communication over the network — agents act as clients calling external APIs,HTTP replaces the need for any LLM in agentic systems,Agents never communicate with servers — only with users in chat,,6a433dbdb02ffdc283b4ddbb,0,markdown,"B is correct because agents take actions via **tool calls**; network calls to weather APIs, databases, email services, and other agents typically use **HTTP** request/response.

A is incorrect because HTTP is a networking protocol, not a local coding format. C is incorrect because HTTP carries requests; the LLM still reasons and plans. D is incorrect because agents routinely call external systems, not only chat replies."
mcsc,markdown,"**Arjun** cancels an **Amazon order** from his account history. The order row stays visible with status changed to **""Cancelled""**.

Which CRUD operation and HTTP method **best** describe this action?",,,,,,2,,**Delete (DELETE)** — the order row is removed from the database entirely,**Update (PUT)** — the order status field changes; the record usually remains in history,Create (POST) — a brand-new order is placed,Read (GET) — only viewing the catalog without changes,,6a433dbdb02ffdc283b4ddbb,0.5,markdown,"B is correct because cancel order typically **updates status** to cancelled — the order history remains. That is an **update**, not a true delete.

A is incorrect because most e-commerce systems keep cancelled orders in history. C is incorrect because placing a new order is create/POST, not cancel. D is incorrect because GET reads data without modifying status."
mcsc,markdown,"**BlogNova** runs agents in fixed order: **Research → Writer → Review → Publish**. Data flows one way unless the product team redesigns the pipeline.

Which workflow pattern is this?",,,,,,1,,**Sequential multi-agent pipeline** — agents run in a defined order with forward handoffs,Collaborative workflow — writer and researcher loop bidirectionally by default,Single-agent with no handoffs,Webhook — Razorpay calling your server after payment,,6a433dbdb02ffdc283b4ddbb,0.5,markdown,"A is correct because a fixed A → B → C → D chain with one-directional flow is a **sequential pipeline**.

B is incorrect because collaborative allows agents to send work **back** for revision — not the default here. C is incorrect because multiple named agents with handoffs is multi-agent, not single. D is incorrect because webhooks are external HTTP callbacks, not internal agent ordering."
mcmc,markdown,"A team compares **single-agent** vs **multi-agent** architecture for a growing product.

Which statements are **correct**?",,,,,,,,A single agent doing hundreds of responsibilities can become a **bottleneck** and **hard to debug** at scale,Multi-agent should be used **only when** complexity justifies multiple specialists — not for every small use case,Multi-agent always eliminates the need to test any agent after changes,**Parallelization** of agent tasks is possible only when those tasks are **not dependent** on each other's outputs,"1, 2, 4",6a433dbdb02ffdc283b4ddbb,0.5,markdown,"A, B, and D are correct — single-agent limits include bloat and debugging pain; multi-agent is justified by complexity; parallel work requires **independent** tasks.

C is incorrect because you still must test agents when their logic changes — multi-agent reduces **full-system** retesting scope, not all testing."
mcmc,markdown,"An agent tool sends an **HTTPS POST** request to create a support ticket. The server responds with status **401**.

Which statements about **HTTP requests and responses** are **correct**?",,,,,,,,**POST** typically maps to **Create** in CRUD — adding a new ticket resource,**401 Unauthorized** suggests an **authentication** problem — missing or invalid token/credentials,**Headers** often carry authentication tokens after login,**401** always means the server crashed — same as **500 Internal Server Error**,"1, 2, 3",6a433dbdb02ffdc283b4ddbb,0.5,markdown,"A, B, and C are correct — POST creates resources; 401 = auth failure; headers commonly store **Authorization** tokens.

D is incorrect because **500** indicates server-side failure; **401** is a client auth issue — different fixes."
mcmc,markdown,"**GreenMobility** publishes EV adoption articles. The **writer agent** receives research output with **confidence: low** and asks the **research agent** to gather more sources before drafting. An **orchestrator** decides when to loop back.

Which statements about **collaborative workflows** are **correct**?",,,,,,,,Agents can **interact bidirectionally** — not only strict one-way pipelines,"The **orchestrator** manages **which agent runs when** — it is a workflow manager, **not** a research/writing agent itself",Collaborative workflows are always faster and cheaper than sequential pipelines,Collaborative patterns can **improve output quality** through feedback loops but may use **more time and resources**,"1, 2, 4",6a433dbdb02ffdc283b4ddbb,1,markdown,"A, B, and D are correct — collaborative flows allow loops (writer → researcher); orchestrator coordinates timing; trade-off is higher quality vs higher cost/latency.

C is incorrect because collaborative workflows are typically **slower and more resource-intensive**, not always faster."
mcmc,markdown,"**CourseKart** sells online courses with **Razorpay** payments. When payment succeeds or fails, Razorpay should notify CourseKart's backend automatically so agents can update enrollment and send email.

Which statements about **triggers, events, and webhooks** are **correct**?",,,,,,,,A **trigger** is a signal that **starts** a workflow — e.g. payment failure starting a retry-payment chain,An **event** is a **record** that something happened — e.g. `order_created` stored with timestamp,A **webhook** is an **HTTP request** from one system to another when an external event occurs — Razorpay **POSTing** payment status to CourseKart's API URL,A webhook means CourseKart must poll Razorpay every five seconds manually — no HTTP call from Razorpay,"1, 2, 3",6a433dbdb02ffdc283b4ddbb,1,markdown,"A, B, and C are correct — triggers start automation; events are logged occurrences; webhooks push notifications via HTTP — Razorpay calls **your** server.

D is incorrect because polling is the opposite of webhooks — webhooks are **server-initiated callbacks** when events fire."
