questionType,contentType,contentBody,intAnswer,prepTime(in_seconds),floatAnswer.max,floatAnswer.min,fitbAnswer,mcscAnswer,subjectiveAnswer,option.1,option.2,option.3,option.4,mcmcAnswer,tagRelationships,difficultyLevel,answerExplanationType,answerExplanation
mcsc,markdown,Ananya is running n8n locally using Docker on her laptop. She wants to open the workflow editor in her browser. Which URL should she use?,,,,,,1,,`http://localhost:5678`,`http://localhost:3000`,`https://console.cloud.google.com`,`http://localhost:8080`,,6a4f16baf91319cf8969db90,0,markdown,"A is correct because self-hosted n8n is exposed on port **5678**, so the editor opens at **`http://localhost:5678`**.

B and D are incorrect because these are common dev ports, but n8n's default local port is **5678**. C is incorrect because Google Cloud Console is for OAuth/API setup, not the n8n canvas."
mcsc,markdown,GreenMart wants a workflow that starts only when a customer submits an online feedback form inside n8n. Which trigger type fits best?,,,,,,3,,Trigger manually,On a schedule,On form submission,On webhook call only,,6a4f16baf91319cf8969db90,0,markdown,"C is correct because when a user submits an n8n-hosted form, the workflow should start with an **on form submission** trigger.

A is incorrect because manual trigger runs only when someone clicks **Execute workflow**. B is incorrect because schedule runs on a timer, not on each form submit. D is incorrect because webhook starts on an external HTTP call, not on the built-in n8n form UI."
mcsc,markdown,Every n8n automation must begin with one specific kind of node. What is that first node called?,,,,,,2,,Credential,Trigger,Expression,Volume,,6a4f16baf91319cf8969db90,0,markdown,"B is correct because the **trigger** is always the starting node — the event that kicks off the workflow (form submit, schedule, webhook, manual execute, etc.).

A is incorrect because credentials store authentication, they are not the workflow start. C is incorrect because expressions compute dynamic values inside nodes. D is incorrect because volume is a Docker storage concept for persisting n8n data."
mcsc,markdown,"When n8n connects to Google Sheets using OAuth2, what is the main benefit for the user?",,,,,,2,,n8n gets your Gmail password so it never expires,"n8n gets limited, consent-based access without you sharing your Google password",OAuth2 removes the need to enable any Google APIs,OAuth2 hard-codes customer emails into the spreadsheet,,6a4f16baf91319cf8969db90,0,markdown,"B is correct because **OAuth2** lets a third-party app like n8n access Google services with **scoped permissions** after you approve a consent screen — without sharing your password.

A is incorrect because OAuth2 is designed to avoid password sharing. C is incorrect because you still must enable required APIs (Sheets, Drive) in Google Cloud. D is incorrect because customer emails come from form data via expressions, not OAuth2."
mcsc,markdown,"Rahul enabled **Google Sheets API** in his Google Cloud project, but the n8n Sheets node still cannot access spreadsheets reliably. Which additional API is commonly required?",,,,,,1,,Google Drive API,Google Maps API,YouTube Data API,Google Photos API,,6a4f16baf91319cf8969db90,0.5,markdown,"A is correct because spreadsheet files are stored in **Google Drive**. For Sheets integrations, **Google Drive API** is usually required alongside **Google Sheets API**.

B, C, and D are incorrect because Maps, YouTube, and Photos are unrelated to reading/writing spreadsheet rows."
mcsc,markdown,"During testing, Kavya clicks **Execute workflow**, but the form does not open and the same customer row is appended repeatedly. What is the most likely cause?",,,,,,2,,The IF node is connected to the wrong branch,Sample data is **pinned** on the form trigger node,She selected **External** audience on the OAuth consent screen,The spreadsheet tab name is too long,,6a4f16baf91319cf8969db90,0.5,markdown,"B is correct because **pinned data** freezes sample output on a node. While pinned, the workflow may reuse cached form values instead of opening a fresh form for each full run.

A is incorrect because wrong IF wiring would affect branching, not duplicate the same row on every run without showing the form. C is incorrect because External audience is normal for personal Gmail learning. D is incorrect because tab name length does not cause this pin-related behaviour."
mcmc,markdown,Which of the following are valid ways to **start** an n8n workflow?,,,,,,,,Trigger manually (click Execute workflow),"On a schedule (e.g., every day at 9 a.m.)","On a webhook call (e.g., payment confirmed)",Only by adding an LLM node first,"1, 2, 3",6a4f16baf91319cf8969db90,0.5,markdown,"A, B, and C are correct — workflows can start manually, on a timer, or when an external system hits a webhook. Form and app-event triggers are also valid starters.

D is incorrect because an LLM node is optional for AI steps; it is not required to start every workflow."
mcmc,markdown,A team is setting up Google OAuth credentials so n8n can append rows to a spreadsheet. Which statements are correct?,,,,,,,,They need a **Client ID** and **Client Secret** from Google Cloud,They should enable both **Google Sheets API** and **Google Drive API**,"For an unverified External app, adding a **test user** can fix Access blocked during sign-in",They should paste the Google password directly into the n8n workflow canvas,"1, 2, 3",6a4f16baf91319cf8969db90,0.5,markdown,"A, B, and C are correct — OAuth setup needs Client ID/Secret, both Sheets and Drive APIs, and often a test user for External testing mode.

D is incorrect because passwords must never be pasted into workflows; OAuth2 exists to avoid that."
mcmc,markdown,A feedback workflow is built as: **Form → Append row in Google Sheets → IF (feedback equals Positive) → Update Send voucher (Yes/No)**. Which statements are correct?,,,,,,,,"Form fields should be mapped to sheet columns using **expressions**, not hard-coded customer names","The **Append row** step should write `email`, `name`, and `feedback` from the form output","On the update step, **email** is a sensible **column to match on** when writing Send voucher Yes/No",Matching only on the **feedback** column is best because every customer always has unique feedback text,"1, 2, 3",6a4f16baf91319cf8969db90,1,markdown,"A, B, and C are correct — dynamic mapping uses expressions; the first Sheets action stores the three form fields; updates should key on **email** because it identifies the person.

D is incorrect because many customers can share the same feedback label (Positive/Negative/Neutral), so feedback alone is not a reliable unique key."
mcmc,markdown,"While debugging a Google Sheets workflow in n8n, which statements are correct?",,,,,,,,"If credentials or API access is revoked, the workflow may fail with **Forbidden — check your credentials**",The form trigger must be **connected** to the Sheets node so output becomes input,Enabling APIs in the **wrong Google Cloud project** is a common setup mistake,Hard-coding one test customer's email in the Sheets node is the recommended production approach,"1, 2, 3",6a4f16baf91319cf8969db90,1,markdown,"A, B, and C are correct — revoked access causes Forbidden errors; nodes must be linked for data flow; wrong-project API enablement breaks OAuth.

D is incorrect because production workflows should use expressions from live form data, not hard-coded values."
